T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.043,5700.0,0.25,4.0,PUT,1.07,2.52,1.45,0.3837,0.427
0.043,6375.0,0.8000000000000007,1.249999999999999,PUT,6.0,10.04,4.04,0.2399,0.267
0.043,6680.0,0.8999999999999986,1.111111111111113,PUT,23.35,26.29,2.94,0.188,0.1962
0.043,7090.0,0.6000000000000014,1.6666666666666627,CALL,11.6,16.5,4.9,0.1027,0.1164
0.045,6125.0,0.75,1.3333333333333333,PUT,3.33,6.36,3.04,0.2905,0.3239
0.045,6525.0,0.8000000000000007,1.249999999999999,PUT,12.9,16.52,3.62,0.2146,0.2293
0.045,6730.0,0.9000000000000057,1.111111111111104,PUT,32.65,34.37,1.72,0.1813,0.1853
0.045,7175.0,0.2999999999999998,3.3333333333333353,CALL,2.85,5.87,3.02,0.0953,0.1117
0.048,6225.0,0.8000000000000007,1.249999999999999,PUT,5.1,8.39,3.29,0.2695,0.2959
0.048,6625.0,1.0,1.0,PUT,22.5,24.78,2.28,0.2,0.2066
0.048,7075.0,1.0,1.0,CALL,19.9,23.4,3.5,0.1105,0.1182
0.051,6125.0,0.5,2.0,PUT,4.75,7.32,2.57,0.291,0.3142
0.051,6500.0,0.9000000000000004,1.1111111111111107,PUT,15.85,17.91,2.06,0.2243,0.2319
0.051,6770.0,1.2000000000000028,0.8333333333333314,PUT,46.8,45.05,-1.75,0.1802,0.1768
0.054,5300.0,0.25,4.0,PUT,1.18,1.19,0.01,0.4598,0.4603
0.054,5675.0,0.4500000000000002,2.2222222222222214,PUT,2.17,3.04,0.87,0.3815,0.3993
0.054,5840.0,0.6500000000000004,1.5384615384615377,PUT,2.98,4.35,1.38,0.348,0.3684
0.054,5970.0,0.7000000000000002,1.4285714285714282,PUT,3.85,5.69,1.84,0.3214,0.3424
0.054,6100.0,0.40000000000000036,2.499999999999998,PUT,5.1,7.42,2.32,0.295,0.3154
0.054,6180.0,0.40000000000000036,2.499999999999998,PUT,6.2,8.77,2.57,0.2793,0.2984
0.054,6260.0,0.8999999999999995,1.1111111111111118,PUT,7.85,10.45,2.6,0.2652,0.2812
0.054,6335.0,0.3999999999999986,2.500000000000009,PUT,9.8,12.44,2.64,0.2515,0.2652
0.054,6415.0,0.8999999999999986,1.111111111111113,PUT,12.95,15.2,2.25,0.2387,0.2483
0.054,6490.0,0.5,2.0,PUT,16.85,18.66,1.81,0.2262,0.2327
0.054,6565.0,1.0,1.0,PUT,22.4,23.33,0.93,0.2146,0.2173
0.054,6645.0,1.0,1.0,PUT,30.5,30.24,-0.26,0.2019,0.2013
0.054,6720.0,0.5999999999999943,1.6666666666666825,PUT,40.8,39.29,-1.51,0.1896,0.1865
0.054,7075.0,0.6000000000000014,1.6666666666666627,CALL,27.7,26.75,-0.95,0.1203,0.1184
0.054,7150.0,0.3999999999999986,2.500000000000009,CALL,10.0,11.06,1.06,0.1087,0.112
0.054,7230.0,0.40000000000000036,2.499999999999998,CALL,2.9,4.27,1.37,0.1032,0.1115
0.062,5900.0,0.7999999999999998,1.2500000000000002,PUT,3.9,5.85,1.95,0.3203,0.3417
0.062,6375.0,1.0,1.0,PUT,12.8,16.68,3.88,0.2355,0.2513
0.062,6750.0,1.2999999999999972,0.7692307692307709,PUT,48.95,50.06,1.11,0.1779,0.1799
0.065,6000.0,1.0,1.0,PUT,5.3,7.64,2.34,0.2998,0.3196
