T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.043,5700.0,0.25,4.0,PUT,1.07,1.7,0.62,0.3837,0.4054
0.043,6375.0,0.8000000000000007,1.249999999999999,PUT,6.0,9.57,3.57,0.2399,0.2641
0.043,6680.0,0.8999999999999986,1.111111111111113,PUT,23.35,23.16,-0.19,0.188,0.1875
0.043,7090.0,0.6000000000000014,1.6666666666666627,CALL,11.6,8.03,-3.57,0.1027,0.0915
0.045,6125.0,0.75,1.3333333333333333,PUT,3.33,5.85,2.52,0.2905,0.3191
0.045,6525.0,0.8000000000000007,1.249999999999999,PUT,12.9,15.23,2.33,0.2146,0.2242
0.045,6730.0,0.9000000000000057,1.111111111111104,PUT,32.65,30.06,-2.59,0.1813,0.1752
0.045,7175.0,0.2999999999999998,3.3333333333333353,CALL,2.85,1.83,-1.02,0.0953,0.0876
0.048,6225.0,0.8000000000000007,1.249999999999999,PUT,5.1,7.88,2.78,0.2695,0.2923
0.048,6625.0,1.0,1.0,PUT,22.5,22.26,-0.24,0.2,0.1993
0.048,7075.0,1.0,1.0,CALL,19.9,13.24,-6.66,0.1105,0.0944
0.051,6125.0,0.5,2.0,PUT,4.75,6.69,1.94,0.291,0.309
0.051,6500.0,0.9000000000000004,1.1111111111111107,PUT,15.85,16.57,0.72,0.2243,0.227
0.051,6770.0,1.2000000000000028,0.8333333333333314,PUT,46.8,39.5,-7.3,0.1802,0.1658
0.054,5300.0,0.25,4.0,PUT,1.18,0.46,-0.71,0.4598,0.4174
0.054,5675.0,0.4500000000000002,2.2222222222222214,PUT,2.17,2.01,-0.17,0.3815,0.3775
0.054,5840.0,0.6500000000000004,1.5384615384615377,PUT,2.98,3.37,0.4,0.348,0.3544
0.054,5970.0,0.7000000000000002,1.4285714285714282,PUT,3.85,4.83,0.98,0.3214,0.3333
0.054,6100.0,0.40000000000000036,2.499999999999998,PUT,5.1,6.71,1.61,0.295,0.3096
0.054,6180.0,0.40000000000000036,2.499999999999998,PUT,6.2,8.12,1.92,0.2793,0.2939
0.054,6260.0,0.8999999999999995,1.1111111111111118,PUT,7.85,9.8,1.95,0.2652,0.2774
0.054,6335.0,0.3999999999999986,2.500000000000009,PUT,9.8,11.7,1.9,0.2515,0.2615
0.054,6415.0,0.8999999999999986,1.111111111111113,PUT,12.95,14.23,1.28,0.2387,0.2442
0.054,6490.0,0.5,2.0,PUT,16.85,17.28,0.43,0.2262,0.2278
0.054,6565.0,1.0,1.0,PUT,22.4,21.3,-1.1,0.2146,0.2113
0.054,6645.0,1.0,1.0,PUT,30.5,27.16,-3.34,0.2019,0.1936
0.054,6720.0,0.5999999999999943,1.6666666666666825,PUT,40.8,34.82,-5.98,0.1896,0.177
0.054,7075.0,0.6000000000000014,1.6666666666666627,CALL,27.7,16.02,-11.68,0.1203,0.0956
0.054,7150.0,0.3999999999999986,2.500000000000009,CALL,10.0,4.64,-5.36,0.1087,0.089
0.054,7230.0,0.40000000000000036,2.499999999999998,CALL,2.9,1.18,-1.72,0.1032,0.0884
0.062,5900.0,0.7999999999999998,1.2500000000000002,PUT,3.9,4.74,0.84,0.3203,0.3302
0.062,6375.0,1.0,1.0,PUT,12.8,15.59,2.79,0.2355,0.247
0.062,6750.0,1.2999999999999972,0.7692307692307709,PUT,48.95,44.69,-4.26,0.1779,0.1702
0.065,6000.0,1.0,1.0,PUT,5.3,6.57,1.27,0.2998,0.3111
0.065,6500.0,1.0,1.0,PUT,21.2,22.72,1.52,0.2166,0.221
0.065,7150.0,1.0,1.0,CALL,13.5,7.33,-6.17,0.108,0.0904
0.067,6350.0,0.5,2.0,PUT,14.05,16.45,2.4,0.2391,0.2485
0.067,6750.0,0.7000000000000028,1.4285714285714228,PUT,53.65,48.61,-5.04,0.1788,0.1702
0.07,6100.0,0.9000000000000004,1.1111111111111107,PUT,7.95,9.42,1.47,0.28,0.2893
0.07,6700.0,1.2999999999999972,0.7692307692307709,PUT,47.65,43.53,-4.12,0.1878,0.1803
0.073,5300.0,0.2999999999999998,3.3333333333333353,PUT,2.3,0.73,-1.57,0.4278,0.3753
0.073,5950.0,0.40000000000000036,2.499999999999998,PUT,6.5,6.71,0.21,0.3067,0.3084
0.073,6350.0,0.5,2.0,PUT,17.05,18.28,1.23,0.2412,0.2455
0.073,6480.0,0.5,2.0,PUT,25.05,25.2,0.15,0.2218,0.2222
0.073,6620.0,0.5999999999999943,1.6666666666666825,PUT,39.0,36.32,-2.68,0.2013,0.1958
0.073,6740.0,0.7000000000000028,1.4285714285714228,PUT,57.55,50.93,-6.62,0.183,0.1722
0.073,7130.0,0.5,2.0,CALL,24.85,12.64,-12.21,0.1185,0.093
0.073,7275.0,0.40000000000000036,2.499999999999998,CALL,4.4,1.72,-2.68,0.1071,0.0902
0.081,6300.0,1.1000000000000014,0.909090909090908,PUT,16.05,18.72,2.67,0.2406,0.2499
0.081,6700.0,0.7000000000000028,1.4285714285714228,PUT,52.85,50.68,-2.17,0.1833,0.1798
0.084,6100.0,1.0,1.0,PUT,10.5,12.02,1.52,0.2706,0.2782
0.092,5300.0,0.5,2.0,PUT,3.55,1.1,-2.45,0.4036,0.3493
0.092,5975.0,0.3999999999999986,2.500000000000009,PUT,9.9,9.89,-0.01,0.2886,0.2885
0.092,6375.0,0.5,2.0,PUT,24.95,26.37,1.42,0.2305,0.2342
0.092,6550.0,0.5999999999999943,1.6666666666666825,PUT,40.2,39.79,-0.41,0.2068,0.206
0.092,6680.0,1.2999999999999972,0.7692307692307709,PUT,58.15,54.55,-3.6,0.1888,0.1833
0.092,7080.0,1.4000000000000057,0.7142857142857114,CALL,53.5,35.35,-18.15,0.1287,0.1035
0.092,7225.0,0.3999999999999986,2.500000000000009,CALL,14.6,6.51,-8.09,0.1132,0.0913
0.1,6100.0,1.1000000000000014,0.909090909090908,PUT,13.95,15.34,1.39,0.2634,0.2689
0.1,6700.0,1.4000000000000057,0.7142857142857114,PUT,64.2,62.16,-2.04,0.1826,0.1797
0.11,4925.0,0.7000000000000002,1.4285714285714282,PUT,3.15,0.41,-2.74,0.4494,0.3603
0.11,5300.0,0.40000000000000036,2.499999999999998,PUT,5.2,1.58,-3.62,0.3896,0.3327
0.11,5625.0,0.9999999999999991,1.0000000000000009,PUT,7.7,4.69,-3.01,0.3347,0.3092
0.11,5760.0,0.8999999999999986,1.111111111111113,PUT,9.35,7.08,-2.27,0.3131,0.2982
0.11,5890.0,0.8999999999999986,1.111111111111113,PUT,11.95,10.22,-1.73,0.2952,0.2864
0.11,6020.0,1.0,1.0,PUT,15.2,14.38,-0.82,0.2766,0.2733
0.11,6150.0,0.5,2.0,PUT,19.65,19.79,0.14,0.2583,0.2587
0.11,6270.0,1.1000000000000014,0.909090909090908,PUT,25.85,26.16,0.31,0.2431,0.2439
0.11,6345.0,1.2999999999999972,0.7692307692307709,PUT,29.75,30.98,1.23,0.2311,0.2339
0.11,6425.0,1.4000000000000057,0.7142857142857114,PUT,36.1,37.0,0.9,0.221,0.2228
0.11,6500.0,0.5999999999999943,1.6666666666666825,PUT,44.2,43.64,-0.56,0.2128,0.2118
0.11,6580.0,0.5999999999999943,1.6666666666666825,PUT,53.9,52.05,-1.85,0.2024,0.1995
0.11,6655.0,1.8000000000000043,0.5555555555555542,PUT,64.1,61.48,-2.62,0.191,0.1874
0.11,6735.0,1.9000000000000057,0.5263157894736826,PUT,78.55,73.67,-4.88,0.18,0.1738
0.11,7085.0,1.4000000000000057,0.7142857142857114,CALL,65.2,45.03,-20.17,0.132,0.1073
0.11,7165.0,1.5999999999999943,0.6250000000000022,CALL,36.4,20.12,-16.28,0.1221,0.0969
0.11,7250.0,0.5,2.0,CALL,18.45,8.16,-10.29,0.1164,0.0928
0.11,7380.0,0.40000000000000036,2.499999999999998,CALL,5.9,2.18,-3.72,0.1126,0.0938
0.11,7550.0,0.3500000000000001,2.8571428571428563,CALL,1.62,0.42,-1.2,0.1173,0.0989
0.13,5975.0,1.2000000000000028,0.8333333333333314,PUT,17.8,16.23,-1.57,0.2754,0.2699
0.13,6375.0,1.4000000000000057,0.7142857142857114,PUT,39.8,40.35,0.55,0.2254,0.2264
0.13,6640.0,1.5999999999999943,0.6250000000000022,PUT,71.8,69.72,-2.08,0.1922,0.1895
0.13,6780.0,1.6999999999999886,0.588235294117651,PUT,99.25,93.29,-5.96,0.1737,0.1671
0.13,7250.0,0.5,2.0,CALL,25.25,12.74,-12.51,0.1177,0.095
0.141,4975.0,0.5,2.0,PUT,5.15,0.96,-4.19,0.4147,0.3377
0.141,5200.0,0.9000000000000004,1.1111111111111107,PUT,6.65,1.96,-4.69,0.3805,0.3221
0.141,5350.0,0.4999999999999991,2.0000000000000036,PUT,7.95,3.14,-4.81,0.3581,0.312
0.141,5505.0,1.0,1.0,PUT,9.6,5.04,-4.56,0.335,0.3017
0.141,5600.0,0.5,2.0,PUT,10.95,6.67,-4.28,0.3216,0.2953
0.141,5695.0,1.1000000000000014,0.909090909090908,PUT,12.45,8.74,-3.71,0.3079,0.2886
