T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.043,5700.0,0.25,4.0,PUT,1.07,1.62,0.54,0.3837,0.4031
0.043,6375.0,0.8000000000000007,1.249999999999999,PUT,6.0,9.44,3.44,0.2399,0.2634
0.043,6680.0,0.8999999999999986,1.111111111111113,PUT,23.35,23.26,-0.09,0.188,0.1877
0.043,7090.0,0.6000000000000014,1.6666666666666627,CALL,11.6,8.18,-3.42,0.1027,0.092
0.045,6125.0,0.75,1.3333333333333333,PUT,3.33,5.57,2.24,0.2905,0.3164
0.045,6525.0,0.8000000000000007,1.249999999999999,PUT,12.9,15.11,2.21,0.2146,0.2238
0.045,6730.0,0.9000000000000057,1.111111111111104,PUT,32.65,30.09,-2.56,0.1813,0.1752
0.045,7175.0,0.2999999999999998,3.3333333333333353,CALL,2.85,1.93,-0.92,0.0953,0.0885
0.048,6225.0,0.8000000000000007,1.249999999999999,PUT,5.1,7.69,2.59,0.2695,0.2909
0.048,6625.0,1.0,1.0,PUT,22.5,22.29,-0.21,0.2,0.1994
0.048,7075.0,1.0,1.0,CALL,19.9,13.47,-6.43,0.1105,0.095
0.051,6125.0,0.5,2.0,PUT,4.75,6.66,1.91,0.291,0.3087
0.051,6500.0,0.9000000000000004,1.1111111111111107,PUT,15.85,16.78,0.93,0.2243,0.2278
0.051,6770.0,1.2000000000000028,0.8333333333333314,PUT,46.8,39.62,-7.18,0.1802,0.166
0.054,5300.0,0.25,4.0,PUT,1.18,0.44,-0.74,0.4598,0.4149
0.054,5675.0,0.4500000000000002,2.2222222222222214,PUT,2.17,1.98,-0.19,0.3815,0.3768
0.054,5840.0,0.6500000000000004,1.5384615384615377,PUT,2.98,3.32,0.35,0.348,0.3537
0.054,5970.0,0.7000000000000002,1.4285714285714282,PUT,3.85,4.8,0.95,0.3214,0.3328
0.054,6100.0,0.40000000000000036,2.499999999999998,PUT,5.1,6.68,1.58,0.295,0.3093
0.054,6180.0,0.40000000000000036,2.499999999999998,PUT,6.2,8.11,1.91,0.2793,0.2938
0.054,6260.0,0.8999999999999995,1.1111111111111118,PUT,7.85,9.81,1.96,0.2652,0.2775
0.054,6335.0,0.3999999999999986,2.500000000000009,PUT,9.8,11.74,1.94,0.2515,0.2618
0.054,6415.0,0.8999999999999986,1.111111111111113,PUT,12.95,14.33,1.38,0.2387,0.2447
0.054,6490.0,0.5,2.0,PUT,16.85,17.44,0.59,0.2262,0.2283
0.054,6565.0,1.0,1.0,PUT,22.4,21.47,-0.93,0.2146,0.2118
0.054,6645.0,1.0,1.0,PUT,30.5,27.28,-3.22,0.2019,0.1939
0.054,6720.0,0.5999999999999943,1.6666666666666825,PUT,40.8,34.97,-5.83,0.1896,0.1773
0.054,7075.0,0.6000000000000014,1.6666666666666627,CALL,27.7,16.35,-11.35,0.1203,0.0964
0.054,7150.0,0.3999999999999986,2.500000000000009,CALL,10.0,4.83,-5.17,0.1087,0.0899
0.054,7230.0,0.40000000000000036,2.499999999999998,CALL,2.9,1.29,-1.61,0.1032,0.0896
0.062,5900.0,0.7999999999999998,1.2500000000000002,PUT,3.9,4.65,0.75,0.3203,0.3292
0.062,6375.0,1.0,1.0,PUT,12.8,15.58,2.78,0.2355,0.247
0.062,6750.0,1.2999999999999972,0.7692307692307709,PUT,48.95,44.59,-4.36,0.1779,0.17
0.065,6000.0,1.0,1.0,PUT,5.3,6.57,1.27,0.2998,0.311
0.065,6500.0,1.0,1.0,PUT,21.2,22.75,1.55,0.2166,0.2211
0.065,7150.0,1.0,1.0,CALL,13.5,7.36,-6.14,0.108,0.0906
0.067,6350.0,0.5,2.0,PUT,14.05,16.4,2.35,0.2391,0.2483
