T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.111,215.0,0.020000000000000018,49.99999999999996,PUT,0.39,0.32,-0.07,0.4167,0.4031
0.111,220.0,0.020000000000000018,49.99999999999996,PUT,0.46,0.43,-0.03,0.3968,0.3914
0.111,230.0,0.030000000000000027,33.33333333333331,PUT,0.69,0.73,0.04,0.3613,0.3661
0.111,235.0,0.030000000000000027,33.33333333333331,PUT,0.85,0.94,0.08,0.345,0.3524
0.111,240.0,0.029999999999999805,33.33333333333355,PUT,1.07,1.2,0.12,0.329,0.3381
0.111,245.0,0.029999999999999805,33.33333333333355,PUT,1.39,1.52,0.14,0.3148,0.3232
0.111,250.0,0.040000000000000036,24.99999999999998,PUT,1.8,1.92,0.12,0.3013,0.3077
0.111,260.0,0.09999999999999964,10.000000000000036,PUT,3.15,3.05,-0.1,0.2786,0.275
0.111,265.0,0.05000000000000071,19.999999999999716,PUT,4.17,3.85,-0.32,0.2686,0.2579
0.111,270.0,0.09999999999999964,10.000000000000036,PUT,5.5,4.88,-0.62,0.259,0.2406
0.111,285.0,0.05000000000000071,19.999999999999716,CALL,6.03,4.81,-1.21,0.2295,0.1956
0.111,290.0,0.09999999999999964,10.000000000000036,CALL,4.15,3.02,-1.13,0.2238,0.1889
0.111,300.0,0.040000000000000036,24.99999999999998,CALL,1.8,1.18,-0.62,0.2181,0.19
0.111,305.0,0.040000000000000036,24.99999999999998,CALL,1.16,0.75,-0.41,0.2182,0.1941
0.111,310.0,0.020000000000000018,49.99999999999996,CALL,0.76,0.48,-0.28,0.2208,0.1991
0.111,315.0,0.010000000000000009,99.99999999999991,CALL,0.51,0.31,-0.19,0.2246,0.2044
0.111,320.0,0.030000000000000027,33.33333333333331,CALL,0.34,0.2,-0.14,0.2298,0.2098
0.111,330.0,0.020000000000000018,49.99999999999996,CALL,0.18,0.09,-0.09,0.2437,0.2205
0.188,195.0,0.06999999999999995,14.285714285714295,PUT,0.46,0.28,-0.17,0.4349,0.4032
0.188,200.0,0.030000000000000027,33.33333333333331,PUT,0.52,0.37,-0.14,0.4172,0.3948
0.188,205.0,0.07000000000000006,14.285714285714272,PUT,0.62,0.48,-0.14,0.4047,0.3865
0.188,215.0,0.030000000000000027,33.33333333333331,PUT,0.84,0.8,-0.05,0.3737,0.3693
0.188,220.0,0.020000000000000018,49.99999999999996,PUT,1.0,1.01,0.01,0.3595,0.3604
0.188,225.0,0.029999999999999805,33.33333333333355,PUT,1.21,1.27,0.07,0.3467,0.3512
0.188,230.0,0.029999999999999805,33.33333333333355,PUT,1.45,1.59,0.14,0.3336,0.3416
0.188,235.0,0.029999999999999805,33.33333333333355,PUT,1.75,1.96,0.2,0.3215,0.3316
0.188,245.0,0.04999999999999982,20.00000000000007,PUT,2.63,2.92,0.29,0.2992,0.31
0.188,250.0,0.09999999999999964,10.000000000000036,PUT,3.25,3.54,0.29,0.2889,0.2984
0.188,255.0,0.09999999999999964,10.000000000000036,PUT,4.05,4.26,0.21,0.2801,0.2862
0.188,260.0,0.15000000000000036,6.666666666666651,PUT,5.03,5.11,0.08,0.2713,0.2734
0.188,265.0,0.09999999999999964,10.000000000000036,PUT,6.25,6.11,-0.14,0.2637,0.2602
0.188,285.0,0.10000000000000142,9.999999999999858,CALL,9.0,7.89,-1.11,0.2326,0.2092
0.188,290.0,0.09999999999999964,10.000000000000036,CALL,6.85,5.68,-1.17,0.2267,0.201
0.188,295.0,0.15000000000000036,6.666666666666651,CALL,5.12,4.04,-1.09,0.2225,0.1965
0.188,300.0,0.09999999999999964,10.000000000000036,CALL,3.75,2.88,-0.87,0.2191,0.1956
0.188,305.0,0.1200000000000001,8.333333333333327,CALL,2.68,2.08,-0.6,0.2162,0.1972
0.188,315.0,0.04999999999999982,20.00000000000007,CALL,1.38,1.12,-0.25,0.2157,0.2043
0.188,320.0,0.030000000000000027,33.33333333333331,CALL,0.98,0.84,-0.15,0.2169,0.2088
0.188,325.0,0.040000000000000036,24.99999999999998,CALL,0.71,0.63,-0.08,0.2188,0.2135
0.188,330.0,0.030000000000000027,33.33333333333331,CALL,0.52,0.48,-0.04,0.2212,0.2182
0.188,335.0,0.020000000000000018,49.99999999999996,CALL,0.38,0.37,-0.01,0.2244,0.2229
0.188,345.0,0.02999999999999997,33.333333333333364,CALL,0.21,0.22,0.0,0.2319,0.2321
0.188,350.0,0.020000000000000018,49.99999999999996,CALL,0.17,0.17,-0.0,0.237,0.2366
0.188,360.0,0.01999999999999999,50.00000000000003,CALL,0.11,0.1,-0.01,0.2475,0.2452
0.265,195.0,0.030000000000000027,33.33333333333331,PUT,0.81,0.6,-0.2,0.4081,0.3871
0.265,200.0,0.030000000000000027,33.33333333333331,PUT,0.95,0.75,-0.2,0.3972,0.3792
0.265,210.0,0.040000000000000036,24.99999999999998,PUT,1.32,1.15,-0.17,0.3744,0.3635
0.265,215.0,0.04999999999999982,20.00000000000007,PUT,1.56,1.42,-0.15,0.3641,0.3557
0.265,220.0,0.040000000000000036,24.99999999999998,PUT,1.86,1.73,-0.13,0.3541,0.3477
0.265,225.0,0.05999999999999961,16.666666666666774,PUT,2.19,2.1,-0.09,0.3435,0.3396
0.265,235.0,0.04999999999999982,20.00000000000007,PUT,3.12,3.04,-0.09,0.3258,0.3227
0.265,240.0,0.04999999999999982,20.00000000000007,PUT,3.73,3.62,-0.11,0.3171,0.3139
0.265,245.0,0.09999999999999964,10.000000000000036,PUT,4.45,4.28,-0.17,0.3092,0.3046
0.265,250.0,0.09999999999999964,10.000000000000036,PUT,5.3,5.05,-0.25,0.3012,0.295
0.265,255.0,0.15000000000000036,6.666666666666651,PUT,6.33,5.92,-0.4,0.2941,0.285
0.265,265.0,0.10000000000000142,9.999999999999858,PUT,8.9,8.07,-0.83,0.2803,0.2638
0.265,270.0,0.10000000000000142,9.999999999999858,PUT,10.5,9.38,-1.12,0.2737,0.2528
0.265,285.0,0.14999999999999858,6.66666666666673,CALL,12.38,10.77,-1.61,0.2495,0.2213
0.265,290.0,0.14999999999999858,6.66666666666673,CALL,10.12,8.35,-1.78,0.2449,0.2131
0.265,295.0,0.10000000000000142,9.999999999999858,CALL,8.2,6.38,-1.82,0.2414,0.2072
0.265,305.0,0.15000000000000036,6.666666666666651,CALL,5.17,3.71,-1.46,0.2355,0.2033
0.265,310.0,0.09999999999999964,10.000000000000036,CALL,4.05,2.87,-1.18,0.2334,0.2044
0.265,315.0,0.09999999999999964,10.000000000000036,CALL,3.15,2.24,-0.91,0.2321,0.2067
0.265,320.0,0.040000000000000036,24.99999999999998,CALL,2.43,1.77,-0.66,0.2311,0.2099
0.265,325.0,0.04999999999999982,20.00000000000007,CALL,1.88,1.41,-0.47,0.2309,0.2135
0.265,335.0,0.040000000000000036,24.99999999999998,CALL,1.11,0.91,-0.2,0.2316,0.2216
0.265,340.0,0.030000000000000027,33.33333333333331,CALL,0.85,0.74,-0.12,0.2326,0.2257
0.265,345.0,0.040000000000000036,24.99999999999998,CALL,0.66,0.6,-0.06,0.2338,0.2299
0.265,350.0,0.040000000000000036,24.99999999999998,CALL,0.51,0.5,-0.01,0.2352,0.234
0.265,360.0,0.030000000000000027,33.33333333333331,CALL,0.3,0.34,0.03,0.2382,0.2421
0.357,200.0,0.08000000000000007,12.49999999999999,PUT,1.48,1.33,-0.15,0.3779,0.3691
0.357,205.0,0.10000000000000009,9.999999999999991,PUT,1.73,1.59,-0.14,0.3687,0.3617
0.357,210.0,0.08999999999999986,11.111111111111128,PUT,2.02,1.9,-0.11,0.3595,0.3544
0.357,215.0,0.08999999999999986,11.111111111111128,PUT,2.35,2.26,-0.09,0.3508,0.3471
